episode_id,predicted_task,instruction
episode259,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the gray slanted panel with text, raise it, and make the qrcode face you."
episode260,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grip the medium kitchenpot made of metal firmly and lift"
episode261,put_object_cabinet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the office stapler with plastic and metal parts into the drawer of the storage cabinet after sliding it open."
episode262,place_object_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the blue rectangular stapler with curves on the medium black plastic displaystand."
episode263,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the green payment logo on gray top from the table, turning it QR code forward."
episode264,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Transfer the round hamburg and the rectangular red fries packet to the bright orange tray for serving with both arms"
episode265,pick_diverse_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the yellow-capped orange plastic bottle using one arm and the red-capped bottle using the other."
episode266,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the yellow and black code scanner, grab the leaf-patterned green tea storage, and scan it with the yellow and black code scanner"
episode267,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Both arms lift the smooth gray kitchenpot upright"
episode268,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the right arm, pick up the oval-shaped mouse and lay it on Black mat."
episode269,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the glazed bowl with curved sides, then carefully place the ceramic bowl with earthy brown trim on top."
episode270,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Set the cylindrical light blue cup down on the smooth round palm-sized coaster"
episode271,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Set the small bottle with ridged orange cap down on the pad after picking it."
episode272,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to lift the smooth ceramic mug, rotate it, and attach it to the rack with angular body after setting it down."
episode273,adjust_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the smooth green bottle head-up using the right arm"
episode274,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the light gray rectangular cleaning soap right of the playingcards pack with blue top with the right arm"
episode275,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the gray kitchenpot firmly, then lift."
episode276,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to activate the small plastic alarm clock's button"
episode277,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use both arms to grab the palm-sized drink can and the cylindrical red drink can with logo, place them in the light blue plasticbox."
episode278,handover_block,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the red block, hand it to the right arm, and place it on the blue pad."
episode279,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the playingcards box with white accents outward from the table."
episode280,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Using both arms, set the hamburg with white patches and the McDonald's logo on red fries box onto the tray for holding things."
episode281,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the medium rectangular orange laptop lid completely."
episode282,place_object_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Select the right arm, grab the bright blue smooth stapler, and move it to the rectangular wedge-shaped displaystand"
episode283,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Relocate the stapler with orange top lever to the Green colored mat"
episode284,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the soft brown bread and set it in the palm-sized breadbasket."
episode285,move_can_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to pick the metal body sauce can up and set it beside the blue kitchenpot with smooth matte sides"
episode286,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the green bottle with indented base after grabbing it."
episode287,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the orange bottle with blue stripe label up and drop it onto the pad"
episode288,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the round bread with braided top and the golden crusted bread slice in the breadbasket for baking using the dual arm"
episode289,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Utilize the left arm to grab red block and the right arm to grab green block, move them to the middle, and stack green block above red block."
episode290,put_bottles_dustbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the yellow bottle with smooth texture with arms, put it in the black garbage bin, repeat the same for the clear bottle with blue sections and the rounded bottle with a white neck."
episode291,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position the container onto the dish plate using the blue bowl."
episode292,handover_mic,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to grab the white and teal sound microphone and transfer it to the left arm."
episode293,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Catch the container with the bowl-shaped white ceramic cup and drop onto the medium plate for food."
episode294,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take hold of the computer mouse with the right arm and drop it on the Gray mat."
episode295,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Set the light golden brown bread on the right side of the bell with protruding knob."
episode296,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the the ridged orange bottle with grooves properly after lifting."
episode297,adjust_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the bottle with ridges on bottom from the table and secure upright"
episode298,handover_mic,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Secure the mesh-patterned microphone head from the table and transfer it."
episode299,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put the dark mouse with slight textured sides at the right of the beige-edged green tea box"
episode300,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use both arms to place the colorful can with lime and orange design and the can with gold top lid into the boxy light blue plasticbox."
episode301,beat_block_hammer,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the silver hammer and use it to hit"
episode302,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put two the footwear with padded heel into the medium-sized box with Nike swoosh, shoe tips left."
episode303,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to put the slanted rectangular soap left of the playingcards box with white symbols"
episode304,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to lift the plastic bottle with ridged cap and position it"
episode305,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the rounded square loaf to the light beige rectangular breadbasket using one arm."
episode306,put_bottles_dustbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the medium plastic bottle with tapered neck and move it into the black garbage bin, repeat for the bottle for holding liquids and the plastic bottle with red cap."
episode307,pick_diverse_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the curved bottle with white top, pick up the light and medium-sized bottle."
episode308,place_shoe,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the rubber-soled black-striped shoe from the table and set it on the mat"
episode309,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the playingcards box with white accents with the left arm and set left of the soft square bread"
episode310,blocks_ranking_size,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Arrange large block, medium block, and small block by size at the center."
episode311,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use both arms to place the small light brown cylindrical can and the colorful can with lime and orange design inside the plasticbox with smooth plastic texture."
episode312,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take two the grooved sole red shoe, ensure tips left, place in the smooth orange box for shoes."
episode313,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the container with the rounded bowl with open top to the medium round flat plate."
episode314,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the phone with smooth glass front onto the phonestand for holding phones."
episode315,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Begin by placing red block on the left, then add green block to the right, and finish with blue block."
episode316,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Relocate red block, green block, and blue block to the table's center, stacking blue block over green block and green block over red block."
episode317,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take hold of the the oval-shaped mouse for computer use and place it on the Magenta mat."
episode318,shake_bottle,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the bottle with white printed label after holding it firmly."
episode319,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab and tilt the simple white plastic trashbin to empty the balls."
episode320,pick_diverse_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the bottle with white neck and red top with one arm and the handheld green bottle with the other."
episode321,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the medium bread with rounded sides and the smooth loaf with rounded edges at once into the breadbasket for bread storage."
episode322,stack_bowls_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab a the glazed bowl with curved sides, set it down, and stack the rest on it."
episode323,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the compact paymentsign for scanning payments, lift it from the table, and rotate it QR front"
episode324,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use arms to hold the light brown roller tightly."
episode325,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the the dark ergonomic mouse for computer navigation with the right arm and move it to the Magenta mat."
episode326,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to raise the medium-sized laptop."
episode327,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the phone with metallic body onto the compact plastic phonestand."
episode328,place_bread_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab both the bread with firm crust edges and the soft brown bread with the dual arm and place in the breadbasket for small food items."
episode329,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Shake the medium bottle with orange lid horizontally after lifting with the left arm."
episode330,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to open the laptop with rectangular display screen."
episode331,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the arm to lift the cylindrical tabletrashbin with flared rim and empty it."
episode332,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the simple white plastic trashbin up, pour all balls inside bin"
episode333,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the paymentsign and adjust its position to face the qrcode towards you."
episode334,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the Coca-Cola bottle and the bottle with white printed label together with both hands."
episode335,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to move red block and the right arm to position green block."
episode336,turn_switch,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Locate and press the black switch with metallic connectors"
episode337,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Set the toycar with black wheels to the left of the orange rectangular woodenblock with added green triangle"
episode338,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the arm to put the light blue plastic cup onto the coaster made of smooth wood."
episode339,move_can_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the sauce can with flat bottom, then place it next to the smooth teal kitchenpot for stovetop use"
episode340,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the red stapler and place it on Blue mat"
episode341,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to move the playingcards pack with blue top to the left of the sleek black-faced smartphone."
episode342,handover_block,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the red block, transfer to the right arm, then set it down."
episode343,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the right arm transfers the simple stapler to the Magenta mat."
episode344,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the blue carton for playingcards using the right arm and transfer it outward."
episode345,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the small teal plastic car with windows and drop it in the plastic basket."
episode346,place_mouse_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Slide the the wireless dark gray computer mouse onto the Blue mat gently."
episode347,open_microwave,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Open the gray appliance with transparent glass top by pulling with the left arm."
episode348,blocks_ranking_size,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position large block, medium block, and small block centrally, ordered from largest to smallest."
episode349,place_object_scale,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the mouse with ergonomic design with the left arm and position it on the electronicscale smooth and glossy"
episode350,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the left arm grabs the black scanner, the right arm picks the rectangle tea-box, and the black scanner scans the rectangle tea-box."
episode351,stack_bowls_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Stack all three the bowl with shiny texture by placing one on top of another."
episode352,place_object_scale,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to After grabbing the oval-shaped mouse for computer use, place it on the small rectangular electronicscale."
episode353,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Carry the phone with digital display to the light brown phone holder."
episode354,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the metal kitchenpot and lift it upwards"
episode355,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the plastic bottle with teal bands to the pad and leave it there"
episode356,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Click the center button on the small alarm-clock's top side."
episode357,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to pick the barcode scanner with flat top, the left arm to grab the compact beige box for tea, and scan the compact beige box for tea using the barcode scanner with flat top."
episode358,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to hold the dark drink bottle with logo and shake it sideways."
episode359,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Line up the objects in the order red block, green block, and blue block, starting from the left."
episode360,place_object_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put the palm-sized box for playing cards in the handheld basket, then move the handheld basket away slightly."
episode361,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the blue bowl with slightly rounded base, place it down, then position the blue bowl on top."
episode362,place_a2b_left,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to put the small toycar for kids play left of the rounded bar of dark soap"
episode363,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the brown bottle with red label, then use the other arm for the medium green bottle with capped neck."
episode364,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the small rectangular bin for waste, pour its contents away."
episode365,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the white hamburg, grab the McDonald's logo on red fries box, and set both onto the medium rectangular flat tray."
episode366,rotate_qrcode,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the paymentsign for scanning QR codes and rotate for its qrcode to face you."
episode367,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab red block, set it in the center, then stack green block over it."
episode368,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Set the smooth glossy tea-box properly on the right of the grainy-textured woodenblock."
episode369,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position the ceramic bowl with earthy brown trim with the arm, then set the dark inside bowl light blue outside above it."
episode370,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the flat phone to the dark green holder with clamp."
episode371,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the blue pack holding playingcards and move it further outward."
episode372,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to grab the plastic bottle and move it horizontally."
episode373,hanging_mug,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the medium mug with handle from the table, rotate it, place it, and hang it onto the angled rack with long and short rods."
episode374,stack_blocks_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Relocate red block and green block to the table's midpoint, and stack green block on top of red block."
episode375,beat_block_hammer,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the grippy handle hammer using the left arm, hammer the block."
episode376,shake_bottle_horizontally,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the light gray colored container bottle using the right arm and shake horizontally."
episode377,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the right arm, the left arm, and the left arm, shift red block, green block, and blue block to the center and arrange blue block over green block, green block on red block."
episode378,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold the smooth plastic tabletrashbin and pour all balls into bin"
episode379,beat_block_hammer,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the black and yellow hammer grip to hammer the block."
episode380,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the black scanner in the left arm, pick the tea-box in the right arm, and scan the tea-box using the black scanner."
episode381,stamp_seal,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the hand-sized red and black seal, align it with Gray"
episode382,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Press the top center of the small desk bell for tapping on table."
episode383,click_bell,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the left arm to press the bell shaped like half-circle dome's top section."
episode384,place_a2b_right,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Move the bell with protruding knob to the brown and gray multimedia phone's right position."
episode385,stack_bowls_two,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the ceramic bowl with earthy brown trim, stack it precisely on top of the bowl with brown outer rim."
episode386,dump_bin_bigbin,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the light gray cylindrical trashbin up, pour all balls inside bin"
episode387,pick_diverse_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the red-capped bottle with one hand, pick the bottle with narrow top next."
episode388,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put red block first, green block next, and blue block last in a straight line from left to right, using the right arm, the left arm, and the left arm."
episode389,handover_block,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the red block using the left arm, give it to the right arm, and place it on the blue pad."
episode390,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Place the small stapler onto the Red colored mat."
episode391,open_laptop,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use the right arm to open the laptop with black keyboard."
episode392,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to With the left arm, the right arm, the right arm, position red block, green block, blue block at the table's center and stack blue block on green block, green block on red block."
episode393,move_pillbottle_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick the smooth-textured brown bottle using the right arm and set it on pad"
episode394,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the long slim roller from the table directly."
episode395,blocks_ranking_rgb,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up red block, green block, and blue block in sequence and position them in a left-to-right row."
episode396,place_can_basket,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Lift the white can with 3D RADY label, put it in the basket with perforated sides, and carry the basket with perforated sides afterward."
episode397,click_alarmclock,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to the right arm presses the center top button on the lightweight plastic alarm-clock"
episode398,pick_dual_bottles,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Catch the Coca-Cola bottle in one arm and the bottle with rounded neck in the other arm."
episode399,place_cans_plasticbox,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use dual arms to pick the metal can with pull-tab top and the metallic can with rounded edges, placing both in the plasticbox for keeping items safe."
episode400,turn_switch,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Activate the small switch directly"
